Código Variável	Nome Variável
6312	Proporção da área das unidades de conservação marinhas em relação à área marinha brasileira (%) - casas decimais:  padrão = 1, máximo = 1
6313	Número de unidades de conservação (Unidades) - casas decimais:  padrão = 0, máximo = 0
6314	Área das unidades de conservação (Quilômetros quadrados) - casas decimais:  padrão = 0, máximo = 0
6315	Área das unidades de conservação marinhas considerando sobreposições (Quilômetros quadrados) - casas decimais:  padrão = 0, máximo = 0
6316	Proporção da área das unidades de conservação marinhas considerando sobreposições em relação à área marinha brasileira (%) - casas decimais:  padrão = 1, máximo = 1
6317	Proporção da área das unidades de conservação em relação à área da Unidade da Federação (%) - casas decimais:  padrão = 1, máximo = 1
6318	Área da unidade territorial (Quilômetros quadrados) - casas decimais:  padrão = 3, máximo = 3
6319	Proporção da área das unidades de conservação em relação à área territorial brasileira (%) - casas decimais:  padrão = 1, máximo = 1
6320	Proporção da área das unidades de conservação em relação à área do bioma (%) - casas decimais:  padrão = 1, máximo = 1
6321	Área das unidades de conservação considerando sobreposições (Quilômetros quadrados) - casas decimais:  padrão = 0, máximo = 0
6322	Proporção da área das unidades de conservação considerando sobreposições em relação à área do bioma (%) - casas decimais:  padrão = 1, máximo = 1
6323	Número de unidades de conservação com Plano de Manejo (Unidades) - casas decimais:  padrão = 0, máximo = 0
6324	Proporção de unidades de conservação com Plano de Manejo no total de unidades de conservação (%) - casas decimais:  padrão = 1, máximo = 1
6325	Número de unidades de conservação com Conselho Gestor (Unidades) - casas decimais:  padrão = 0, máximo = 0
6326	Proporção de unidades de conservação com Conselho Gestor no total de unidades de conservação (%) - casas decimais:  padrão = 1, máximo = 1
6327	Índice de Gini da distribuição do rendimento mensal das pessoas de 15 anos ou mais de idade, com rendimento (Índice) - casas decimais:  padrão = 3, máximo = 3
6328	Número de empresas que não implementaram inovações, sem projetos, no triênio de referência (Unidades) - casas decimais:  padrão = 0, máximo = 8
6330	Pessoas com deficiência intelectual (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6331	Pessoas com deficiência intelectual, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6332	Pessoas com deficiência intelectual, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6333	Coeficiente de variação - Pessoas com deficiência intelectual (%) - casas decimais:  padrão = 1, máximo = 1
6334	Percentual de pessoas com deficiência intelectual (%) - casas decimais:  padrão = 1, máximo = 1
6335	Percentual de pessoas com deficiência intelectual, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6336	Percentual de pessoas com deficiência intelectual, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6337	Coeficiente de variação - Percentual de pessoas com deficiência intelectual (%) - casas decimais:  padrão = 1, máximo = 1
6338	Pessoas que nasceram com deficiência intelectual (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6339	Pessoas que nasceram com deficiência intelectual, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6340	Pessoas que nasceram com deficiência intelectual, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6341	Coeficiente de variação - Pessoas que nasceram com deficiência intelectual (%) - casas decimais:  padrão = 1, máximo = 1
6342	Percentual de pessoas que nasceram com deficiência intelectual (%) - casas decimais:  padrão = 1, máximo = 1
6343	Percentual de pessoas que nasceram com deficiência intelectual, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6344	Percentual de pessoas que nasceram com deficiência intelectual, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6345	Coeficiente de variação - Percentual de pessoas que nasceram com deficiência intelectual (%) - casas decimais:  padrão = 1, máximo = 1
6346	Pessoas com deficiência intelectual adquirida por doença ou acidente (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6347	Pessoas com deficiência intelectual adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6348	Pessoas com deficiência intelectual adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6349	Coeficiente de variação - Pessoas com deficiência intelectual adquirida por doença ou acidente (%) - casas decimais:  padrão = 1, máximo = 1
6350	Percentual de pessoas com deficiência intelectual adquirida por doença ou acidente (%) - casas decimais:  padrão = 1, máximo = 1
6351	Percentual de pessoas com deficiência intelectual adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6352	Percentual de pessoas com deficiência intelectual adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6353	Coeficiente de variação - Percentual de pessoas com deficiência intelectual adquirida por doença ou acidente (%) - casas decimais:  padrão = 1, máximo = 1
6354	Pessoas com deficiência intelectual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6355	Pessoas com deficiência intelectual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6356	Pessoas com deficiência intelectual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6357	Coeficiente de variação - Pessoas com deficiência intelectual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6358	Percentual de pessoas com deficiência intelectual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6359	Percentual de pessoas com deficiência intelectual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6360	Percentual de pessoas com deficiência intelectual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6361	Coeficiente de variação - Percentual de pessoas com deficiência intelectual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6362	Pessoas com deficiência intelectual com pouca ou nenhuma limitação das atividades habituais (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6363	Pessoas com deficiência intelectual com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6364	Pessoas com deficiência intelectual com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6365	Coeficiente de variação - Pessoas com deficiência intelectual com pouca ou nenhuma limitação das atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6366	Percentual de pessoas com deficiência intelectual com pouca ou nenhuma limitação das atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6367	Percentual de pessoas com deficiência intelectual com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6368	Percentual de pessoas com deficiência intelectual com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6369	Coeficiente de variação - Percentual de pessoas com deficiência intelectual com pouca ou nenhuma limitação das atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6370	Pessoas com deficiência intelectual que frequentam algum serviço de reabilitação (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6371	Pessoas com deficiência intelectual que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6372	Pessoas com deficiência intelectual que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6373	Coeficiente de variação - Pessoas com deficiência intelectual que frequentam algum serviço de reabilitação (%) - casas decimais:  padrão = 1, máximo = 1
6374	Percentual de pessoas com deficiência intelectual que frequentam algum serviço de reabilitação (%) - casas decimais:  padrão = 1, máximo = 1
6375	Percentual de pessoas com deficiência intelectual que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6376	Percentual de pessoas com deficiência intelectual que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6377	Coeficiente de variação - Percentual de pessoas com deficiência intelectual que frequentam algum serviço de reabilitação (%) - casas decimais:  padrão = 1, máximo = 1
6378	Pessoas com deficiência física (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6379	Pessoas com deficiência física, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6380	Pessoas com deficiência física, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6381	Coeficiente de variação - Pessoas com deficiência física (%) - casas decimais:  padrão = 1, máximo = 1
6382	Percentual de pessoas com deficiência física (%) - casas decimais:  padrão = 1, máximo = 1
6383	Percentual de pessoas com deficiência física, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6384	Percentual de pessoas com deficiência física, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6385	Coeficiente de variação - Percentual de pessoas com deficiência física (%) - casas decimais:  padrão = 1, máximo = 1
6386	Pessoas que nasceram com deficiência física (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6387	Pessoas que nasceram com deficiência física, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6388	Pessoas que nasceram com deficiência física, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6389	Coeficiente de variação - Pessoas que nasceram com deficiência física (%) - casas decimais:  padrão = 1, máximo = 1
6390	Percentual de pessoas que nasceram com deficiência física (%) - casas decimais:  padrão = 1, máximo = 1
6391	Percentual de pessoas que nasceram com deficiência física, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6392	Percentual de pessoas que nasceram com deficiência física, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6393	Coeficiente de variação - Percentual de pessoas que nasceram com deficiência física (%) - casas decimais:  padrão = 1, máximo = 1
6394	Pessoas com deficiência física adquirida por doença ou acidente (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6395	Pessoas com deficiência física adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6396	Pessoas com deficiência física adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6397	Coeficiente de variação - Pessoas com deficiência física adquirida por doença ou acidente (%) - casas decimais:  padrão = 1, máximo = 1
6398	Percentual de pessoas com deficiência física adquirida por doença ou acidente (%) - casas decimais:  padrão = 1, máximo = 1
6399	Percentual de pessoas com deficiência física adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6400	Percentual de pessoas com deficiência física adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6401	Coeficiente de variação - Percentual de pessoas com deficiência física adquirida por doença ou acidente (%) - casas decimais:  padrão = 1, máximo = 1
6402	Pessoas com deficiência física com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6403	Pessoas com deficiência física com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6404	Pessoas com deficiência física com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6405	Coeficiente de variação - Pessoas com deficiência física com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6406	Percentual de pessoas com deficiência física com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6407	Percentual de pessoas com deficiência física com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6408	Percentual de pessoas com deficiência física com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6409	Coeficiente de variação - Percentual de pessoas com deficiência física com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6410	Pessoas com deficiência física com pouca ou nenhuma limitação das atividades habituais (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6411	Pessoas com deficiência física com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6412	Pessoas com deficiência física com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6413	Coeficiente de variação - Pessoas com deficiência física com pouca ou nenhuma limitação das atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6414	Percentual de pessoas com deficiência física com pouca ou nenhuma limitação das atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6415	Percentual de pessoas com deficiência física com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6416	Percentual de pessoas com deficiência física com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6417	Coeficiente de variação - Percentual de pessoas com deficiência física com pouca ou nenhuma limitação das atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6418	Pessoas com deficiência física que frequentam algum serviço de reabilitação (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6419	Pessoas com deficiência física que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6420	Pessoas com deficiência física que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6421	Coeficiente de variação - Pessoas com deficiência física que frequentam algum serviço de reabilitação (%) - casas decimais:  padrão = 1, máximo = 1
6422	Percentual de pessoas com deficiência física que frequentam algum serviço de reabilitação (%) - casas decimais:  padrão = 1, máximo = 1
6423	Percentual de pessoas com deficiência física que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6424	Percentual de pessoas com deficiência física que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6425	Coeficiente de variação - Distribuição percentual das pessoas com deficiência física que frequentam algum serviço de reabilitação (%) - casas decimais:  padrão = 1, máximo = 1
6426	Pessoas com deficiência auditiva (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6427	Pessoas com deficiência auditiva, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6428	Pessoas com deficiência auditiva, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6429	Coeficiente de variação - Pessoas com deficiência auditiva (%) - casas decimais:  padrão = 1, máximo = 1
6430	Percentual de pessoas com deficiência auditiva (%) - casas decimais:  padrão = 1, máximo = 1
6431	Percentual de pessoas com deficiência auditiva, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6432	Percentual de pessoas com deficiência auditiva, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6433	Coeficiente de variação - Percentual de pessoas com deficiência auditiva (%) - casas decimais:  padrão = 1, máximo = 1
6434	Pessoas que nasceram com deficiência auditiva (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6435	Pessoas que nasceram com deficiência auditiva, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6436	Pessoas que nasceram com deficiência auditiva, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6437	Coeficiente de variação - Pessoas que nasceram com deficiência auditiva (%) - casas decimais:  padrão = 1, máximo = 1
6438	Percentual de pessoas que nasceram com deficiência auditiva (%) - casas decimais:  padrão = 1, máximo = 1
6439	Percentual de pessoas que nasceram com deficiência auditiva, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6440	Percentual de pessoas que nasceram com deficiência auditiva, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6441	Coeficiente de variação - Percentual de pessoas que nasceram com deficiência auditiva (%) - casas decimais:  padrão = 1, máximo = 1
6442	Pessoas com deficiência auditiva adquirida por doença ou acidente (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6443	Pessoas com deficiência auditiva adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6444	Pessoas com deficiência auditiva adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6445	Coeficiente de variação - Pessoas com deficiência auditiva adquirida por doença ou acidente (%) - casas decimais:  padrão = 1, máximo = 1
6446	Percentual de pessoas com deficiência auditiva adquirida por doença ou acidente (%) - casas decimais:  padrão = 1, máximo = 1
6447	Percentual de pessoas com deficiência auditiva adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6448	Percentual de pessoas com deficiência auditiva adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6449	Coeficiente de variação - Percentual de pessoas com deficiência auditiva adquirida por doença ou acidente (%) - casas decimais:  padrão = 1, máximo = 1
6450	Pessoas com deficiência auditiva com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6451	Pessoas com deficiência auditiva com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6452	Pessoas com deficiência auditiva com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6453	Coeficiente de variação - Pessoas com deficiência auditiva com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6454	Percentual de pessoas com deficiência auditiva com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6455	Percentual de pessoas com deficiência auditiva com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6456	Percentual de pessoas com deficiência auditiva com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6457	Coeficiente de variação - Percentual de pessoas com deficiência auditiva com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6458	Pessoas com deficiência auditiva com pouca ou nenhuma limitação das atividades habituais (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6459	Pessoas com deficiência auditiva com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6460	Pessoas com deficiência auditiva com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6461	Coeficiente de variação - Pessoas com deficiência auditiva com pouca ou nenhuma limitação das atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6462	Percentual de pessoas com deficiência auditiva com pouca ou nenhuma limitação das atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6463	Percentual de pessoas com deficiência auditiva com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6464	Percentual de pessoas com deficiência auditiva com pouca ou nenhuma limitação das atividades habituais, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6465	Coeficiente de variação - Percentual de pessoas com deficiência auditiva com pouca ou nenhuma limitação das atividades habituais (%) - casas decimais:  padrão = 1, máximo = 1
6466	Pessoas com deficiência auditiva que frequentam algum serviço de reabilitação (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6467	Pessoas com deficiência auditiva que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6468	Pessoas com deficiência auditiva que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6469	Coeficiente de variação - Pessoas com deficiência auditiva que frequentam algum serviço de reabilitação (%) - casas decimais:  padrão = 1, máximo = 1
6470	Percentual de pessoas com deficiência auditiva que frequentam algum serviço de reabilitação (%) - casas decimais:  padrão = 1, máximo = 1
6471	Percentual de pessoas com deficiência auditiva que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6472	Percentual de pessoas com deficiência auditiva que frequentam algum serviço de reabilitação, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6473	Coeficiente de variação - Percentual de pessoas com deficiência auditiva que frequentam algum serviço de reabilitação (%) - casas decimais:  padrão = 1, máximo = 1
6474	Pessoas com deficiência visual (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6475	Pessoas com deficiência visual, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6476	Pessoas com deficiência visual, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6477	Coeficiente de variação - Pessoas com deficiência visual (%) - casas decimais:  padrão = 1, máximo = 1
6478	Percentual de pessoas com deficiência visual (%) - casas decimais:  padrão = 1, máximo = 1
6479	Percentual de pessoas com deficiência visual, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6480	Percentual de pessoas com deficiência visual, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6481	Coeficiente de variação - Percentual de pessoas com deficiência visual (%) - casas decimais:  padrão = 1, máximo = 1
6482	Pessoas que nasceram com deficiência visual (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6483	Pessoas que nasceram com deficiência visual, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6484	Pessoas que nasceram com deficiência visual, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6485	Coeficiente de variação - Pessoas que nasceram com deficiência visual (%) - casas decimais:  padrão = 1, máximo = 1
6486	Percentual de pessoas que nasceram com deficiência visual (%) - casas decimais:  padrão = 1, máximo = 1
6487	Percentual de pessoas que nasceram com deficiência visual, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6488	Percentual de pessoas que nasceram com deficiência visual, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6489	Coeficiente de variação - Distribuição percentual das pessoas que nasceram com deficiência visual (%) - casas decimais:  padrão = 1, máximo = 1
6490	Pessoas com deficiência visual adquirida por doença ou acidente (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6491	Pessoas com deficiência visual adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6492	Pessoas com deficiência visual adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6493	Coeficiente de variação - Pessoas com deficiência visual adquirida por doença ou acidente (%) - casas decimais:  padrão = 1, máximo = 1
6494	Percentual de pessoas com deficiência visual adquirida por doença ou acidente (%) - casas decimais:  padrão = 1, máximo = 1
6495	Percentual de pessoas com deficiência visual adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6496	Percentual de pessoas com deficiência visual adquirida por doença ou acidente, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6497	Coeficiente de variação - Percentual de pessoas com deficiência visual adquirida por doença ou acidente (%) - casas decimais:  padrão = 1, máximo = 1
6498	Pessoas com deficiência visual que usam algum recurso para auxiliar a locomoção (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6499	Pessoas com deficiência visual que usam algum recurso para auxiliar a locomoção, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6500	Pessoas com deficiência visual que usam algum recurso para auxiliar a locomoção, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6501	Coeficiente de variação - Pessoas com deficiência visual que usam algum recurso para auxiliar a locomoção (%) - casas decimais:  padrão = 1, máximo = 1
6502	Percentual de pessoas com deficiência visual que usam algum recurso para auxiliar a locomoção (%) - casas decimais:  padrão = 1, máximo = 1
6503	Percentual de pessoas com deficiência visual que usam algum recurso para auxiliar a locomoção, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
6504	Percentual de pessoas com deficiência visual que usam algum recurso para auxiliar a locomoção, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
6505	Coeficiente de variação - Percentual de pessoas com deficiência visual que usam algum recurso para auxiliar a locomoção (%) - casas decimais:  padrão = 1, máximo = 1
6506	Pessoas com deficiência visual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
6507	Pessoas com deficiência visual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
